Geocodigo,Municipio,UF,Tipo,unidade,Safra,Valor
5006408,Pedro Gomes,MS,Area(colhida),ha,2019,0
5006606,Ponta Porã,MS,Area(colhida),ha,2019,41101
5006903,Porto Murtinho,MS,Area(colhida),ha,2019,3
5007109,Ribas do Rio Pardo,MS,Area(colhida),ha,2019,6
5007208,Rio Brilhante,MS,Area(colhida),ha,2019,86822
5007307,Rio Negro,MS,Area(colhida),ha,2019,0
5007406,Rio Verde de Mato Grosso,MS,Area(colhida),ha,2019,0
5007505,Rochedo,MS,Area(colhida),ha,2019,10
5007554,Santa Rita do Pardo,MS,Area(colhida),ha,2019,0
5007695,São Gabriel do Oeste,MS,Area(colhida),ha,2019,0
5007703,Sete Quedas,MS,Area(colhida),ha,2019,0
5007802,Selvíria,MS,Area(colhida),ha,2019,914
5007901,Sidrolândia,MS,Area(colhida),ha,2019,5491
5007935,Sonora,MS,Area(colhida),ha,2019,15442
5007950,Tacuru,MS,Area(colhida),ha,2019,0
5007976,Taquarussu,MS,Area(colhida),ha,2019,3912
5008008,Terenos,MS,Area(colhida),ha,2019,10
5008305,Três Lagoas,MS,Area(colhida),ha,2019,0
5008404,Vicentina,MS,Area(colhida),ha,2019,6109
5100102,Acorizal,MT,Area(colhida),ha,2019,40
5100201,Água Boa,MT,Area(colhida),ha,2019,60
5100250,Alta Floresta,MT,Area(colhida),ha,2019,0
5100300,Alto Araguaia,MT,Area(colhida),ha,2019,6000
5100359,Alto Boa Vista,MT,Area(colhida),ha,2019,0
5100409,Alto Garças,MT,Area(colhida),ha,2019,15
5100508,Alto Paraguai,MT,Area(colhida),ha,2019,0
5100607,Alto Taquari,MT,Area(colhida),ha,2019,40000
5100805,Apiacás,MT,Area(colhida),ha,2019,0
5101001,Araguaiana,MT,Area(colhida),ha,2019,0
5101209,Araguainha,MT,Area(colhida),ha,2019,25
5101258,Araputanga,MT,Area(colhida),ha,2019,5
5101308,Arenápolis,MT,Area(colhida),ha,2019,1000
5101407,Aripuanã,MT,Area(colhida),ha,2019,130
5101605,Barão de Melgaço,MT,Area(colhida),ha,2019,22
5101704,Barra do Bugres,MT,Area(colhida),ha,2019,46904
5101803,Barra do Garças,MT,Area(colhida),ha,2019,75
5101852,Bom Jesus do Araguaia,MT,Area(colhida),ha,2019,0
5101902,Brasnorte,MT,Area(colhida),ha,2019,10
5102504,Cáceres,MT,Area(colhida),ha,2019,1025
5102603,Campinápolis,MT,Area(colhida),ha,2019,150
5102637,Campo Novo do Parecis,MT,Area(colhida),ha,2019,34256
5102678,Campo Verde,MT,Area(colhida),ha,2019,25
5102686,Campos de Júlio,MT,Area(colhida),ha,2019,9000
5102694,Canabrava do Norte,MT,Area(colhida),ha,2019,0
5102702,Canarana,MT,Area(colhida),ha,2019,73
5102793,Carlinda,MT,Area(colhida),ha,2019,0
5102850,Castanheira,MT,Area(colhida),ha,2019,0
5103007,Chapada dos Guimarães,MT,Area(colhida),ha,2019,30
5103056,Cláudia,MT,Area(colhida),ha,2019,0
5103106,Cocalinho,MT,Area(colhida),ha,2019,0
5103205,Colíder,MT,Area(colhida),ha,2019,0
5103254,Colniza,MT,Area(colhida),ha,2019,130
5103304,Comodoro,MT,Area(colhida),ha,2019,10
5103353,Confresa,MT,Area(colhida),ha,2019,0
5103361,Conquista D'Oeste,MT,Area(colhida),ha,2019,0
5103379,Cotriguaçu,MT,Area(colhida),ha,2019,100
5103403,Cuiabá,MT,Area(colhida),ha,2019,150
5103437,Curvelândia,MT,Area(colhida),ha,2019,4155
5103452,Denise,MT,Area(colhida),ha,2019,52720
5103502,Diamantino,MT,Area(colhida),ha,2019,29418
5103601,Dom Aquino,MT,Area(colhida),ha,2019,0
5103700,Feliz Natal,MT,Area(colhida),ha,2019,0
5103809,Figueirópolis D'Oeste,MT,Area(colhida),ha,2019,0
5103858,Gaúcha do Norte,MT,Area(colhida),ha,2019,30
5103908,General Carneiro,MT,Area(colhida),ha,2019,30
5103957,Glória D'Oeste,MT,Area(colhida),ha,2019,2288
5104104,Guarantã do Norte,MT,Area(colhida),ha,2019,10
5104203,Guiratinga,MT,Area(colhida),ha,2019,7
5104500,Indiavaí,MT,Area(colhida),ha,2019,0
5104526,Ipiranga do Norte,MT,Area(colhida),ha,2019,0
5104542,Itanhangá,MT,Area(colhida),ha,2019,0
5104559,Itaúba,MT,Area(colhida),ha,2019,15
5104609,Itiquira,MT,Area(colhida),ha,2019,5800
5104807,Jaciara,MT,Area(colhida),ha,2019,10000
5104906,Jangada,MT,Area(colhida),ha,2019,330
5105002,Jauru,MT,Area(colhida),ha,2019,0
5105101,Juara,MT,Area(colhida),ha,2019,5
5105150,Juína,MT,Area(colhida),ha,2019,1000
5105176,Juruena,MT,Area(colhida),ha,2019,0
5105200,Juscimeira,MT,Area(colhida),ha,2019,0
5105234,Lambari D'Oeste,MT,Area(colhida),ha,2019,9452
5105259,Lucas do Rio Verde,MT,Area(colhida),ha,2019,0
5105309,Luciara,MT,Area(colhida),ha,2019,0
5105507,Vila Bela da Santíssima Trindade,MT,Area(colhida),ha,2019,0
5105580,Marcelândia,MT,Area(colhida),ha,2019,0
5105606,Matupá,MT,Area(colhida),ha,2019,10
5105622,Mirassol d'Oeste,MT,Area(colhida),ha,2019,7050
5105903,Nobres,MT,Area(colhida),ha,2019,15
5106000,Nortelândia,MT,Area(colhida),ha,2019,0
5106109,Nossa Senhora do Livramento,MT,Area(colhida),ha,2019,240
5106158,Nova Bandeirantes,MT,Area(colhida),ha,2019,0
5106174,Nova Nazaré,MT,Area(colhida),ha,2019,45
5106182,Nova Lacerda,MT,Area(colhida),ha,2019,5
5106190,Nova Santa Helena,MT,Area(colhida),ha,2019,10
5106208,Nova Brasilândia,MT,Area(colhida),ha,2019,30
5106216,Nova Canaã do Norte,MT,Area(colhida),ha,2019,0
5106224,Nova Mutum,MT,Area(colhida),ha,2019,0
5106232,Nova Olímpia,MT,Area(colhida),ha,2019,23051
5106240,Nova Ubiratã,MT,Area(colhida),ha,2019,0
5106257,Nova Xavantina,MT,Area(colhida),ha,2019,60
5106265,Novo Mundo,MT,Area(colhida),ha,2019,0
5106273,Novo Horizonte do Norte,MT,Area(colhida),ha,2019,0
5106281,Novo São Joaquim,MT,Area(colhida),ha,2019,0
5106299,Paranaíta,MT,Area(colhida),ha,2019,0
5106307,Paranatinga,MT,Area(colhida),ha,2019,0
5106315,Novo Santo Antônio,MT,Area(colhida),ha,2019,0
5106372,Pedra Preta,MT,Area(colhida),ha,2019,100
5106422,Peixoto de Azevedo,MT,Area(colhida),ha,2019,20
5106455,Planalto da Serra,MT,Area(colhida),ha,2019,0
5106505,Poconé,MT,Area(colhida),ha,2019,250
5106653,Pontal do Araguaia,MT,Area(colhida),ha,2019,40
5106703,Ponte Branca,MT,Area(colhida),ha,2019,40
